Time,Ask,Bid,AskVolume,BidVolume
24.01.2014 00:00:01.590,1.47360,1.47160,2.1900,2.1000
24.01.2014 00:00:02.850,1.47361,1.47161,1.9000,2.7300
24.01.2014 00:00:04.332,1.47361,1.47161,1.0400,1.8500
24.01.2014 00:00:05.774,1.47360,1.47160,2.6700,2.6100
24.01.2014 00:00:07.244,1.47360,1.47160,2.6100,1.0200
24.01.2014 00:00:08.518,1.47357,1.47157,1.9700,1.1300
24.01.2014 00:00:09.885,1.47359,1.47159,2.8500,1.1400
24.01.2014 00:00:11.291,1.47358,1.47158,2.9900,2.9500
24.01.2014 00:00:12.698,1.47359,1.47159,2.2900,2.2700
24.01.2014 00:00:14.044,1.47358,1.47158,1.8000,2.0400
24.01.2014 00:00:15.411,1.47358,1.47158,1.3400,1.1200
24.01.2014 00:00:16.998,1.47355,1.47155,1.8400,2.2500
24.01.2014 00:00:18.230,1.47356,1.47156,2.3800,1.4200
24.01.2014 00:00:19.777,1.47359,1.47159,1.3400,1.5900
24.01.2014 00:00:21.217,1.47359,1.47159,2.2800,1.5100
24.01.2014 00:00:22.595,1.47359,1.47159,2.5500,2.6200
24.01.2014 00:00:24.011,1.47357,1.47157,1.5500,2.3100
24.01.2014 00:00:25.424,1.47357,1.47157,1.3300,2.9400
24.01.2014 00:00:26.777,1.47359,1.47159,1.0600,1.0200
24.01.2014 00:00:28.108,1.47359,1.47159,1.5900,1.6400
24.01.2014 00:00:29.503,1.47357,1.47157,2.8700,1.5100
24.01.2014 00:00:31.052,1.47359,1.47159,1.9600,1.5500
24.01.2014 00:00:32.419,1.47359,1.47159,2.2500,2.7200
24.01.2014 00:00:33.788,1.47359,1.47159,2.6300,1.6300
24.01.2014 00:00:35.259,1.47360,1.47160,2.8100,1.8100
24.01.2014 00:00:36.627,1.47361,1.47161,1.4500,1.5300
24.01.2014 00:00:37.968,1.47359,1.47159,1.9400,2.4100
24.01.2014 00:00:39.507,1.47356,1.47156,1.2900,1.5300
24.01.2014 00:00:40.876,1.47354,1.47154,1.2300,2.3000
24.01.2014 00:00:42.263,1.47352,1.47152,2.2900,1.1300
24.01.2014 00:00:43.774,1.47356,1.47156,1.8400,1.5900
24.01.2014 00:00:45.248,1.47355,1.47155,1.9900,1.1100
24.01.2014 00:00:46.518,1.47355,1.47155,1.0400,2.7000
24.01.2014 00:00:48.026,1.47356,1.47156,2.4600,1.9900
24.01.2014 00:00:49.465,1.47356,1.47156,1.8100,2.4100
24.01.2014 00:00:50.756,1.47354,1.47154,2.1500,1.1300
24.01.2014 00:00:52.476,1.47353,1.47153,1.3700,2.8800
24.01.2014 00:00:53.927,1.47350,1.47150,1.1400,2.0700
24.01.2014 00:00:55.465,1.47351,1.47151,2.3200,2.5500
24.01.2014 00:00:56.986,1.47353,1.47153,2.8300,1.4500
24.01.2014 00:00:58.467,1.47355,1.47155,2.6700,1.8100
24.01.2014 00:00:59.765,1.47354,1.47154,1.5900,1.7000
24.01.2014 00:01:01.188,1.47354,1.47154,2.3000,2.9200
24.01.2014 00:01:02.628,1.47358,1.47158,2.3200,1.1800
24.01.2014 00:01:04.154,1.47360,1.47160,1.4900,1.9500
24.01.2014 00:01:05.580,1.47362,1.47162,2.5300,1.4000
24.01.2014 00:01:07.019,1.47362,1.47162,2.8500,2.6200
24.01.2014 00:01:08.516,1.47363,1.47163,2.4800,1.2400
24.01.2014 00:01:10.130,1.47364,1.47164,2.3800,2.7100
24.01.2014 00:01:11.645,1.47367,1.47167,1.2800,1.9100
24.01.2014 00:01:13.010,1.47367,1.47167,2.3500,1.4900
24.01.2014 00:01:14.377,1.47367,1.47167,2.3600,2.2400
24.01.2014 00:01:15.870,1.47362,1.47162,2.5900,1.4800
24.01.2014 00:01:17.343,1.47361,1.47161,1.8300,2.9300
24.01.2014 00:01:18.696,1.47361,1.47161,1.7800,2.5000
24.01.2014 00:01:20.144,1.47361,1.47161,2.2400,1.3500
24.01.2014 00:01:21.762,1.47361,1.47161,2.5500,1.1000
24.01.2014 00:01:23.139,1.47361,1.47161,2.8400,1.9100
24.01.2014 00:01:24.498,1.47363,1.47163,2.1600,1.0200
24.01.2014 00:01:25.785,1.47359,1.47159,2.8800,2.0700
24.01.2014 00:01:27.200,1.47358,1.47158,1.9000,1.8300
24.01.2014 00:01:28.619,1.47362,1.47162,1.7800,2.8700
