Time,Ask,Bid,AskVolume,BidVolume
22.01.2014 00:00:01.891,1.47556,1.47356,2.2800,2.7400
22.01.2014 00:00:03.315,1.47556,1.47356,2.4100,1.2500
22.01.2014 00:00:04.839,1.47556,1.47356,2.9900,2.8900
22.01.2014 00:00:06.245,1.47557,1.47357,1.5300,1.3200
22.01.2014 00:00:07.550,1.47558,1.47358,2.3700,2.8900
22.01.2014 00:00:08.949,1.47560,1.47360,1.6300,2.1800
22.01.2014 00:00:10.376,1.47560,1.47360,1.0400,1.6400
22.01.2014 00:00:11.729,1.47558,1.47358,2.5900,2.9100
22.01.2014 00:00:13.097,1.47557,1.47357,1.9100,2.9200
22.01.2014 00:00:14.727,1.47559,1.47359,2.8000,2.9500
22.01.2014 00:00:16.141,1.47560,1.47360,1.4600,1.9800
22.01.2014 00:00:17.404,1.47559,1.47359,2.7700,1.1000
22.01.2014 00:00:18.846,1.47557,1.47357,1.2200,1.7000
22.01.2014 00:00:20.158,1.47556,1.47356,2.8900,1.6100
22.01.2014 00:00:21.551,1.47557,1.47357,2.2500,2.4000
22.01.2014 00:00:23.076,1.47559,1.47359,2.2700,1.2900
22.01.2014 00:00:24.595,1.47557,1.47357,2.0400,1.8300
22.01.2014 00:00:26.118,1.47558,1.47358,2.8400,2.2300
22.01.2014 00:00:27.416,1.47559,1.47359,1.9500,2.5200
22.01.2014 00:00:28.800,1.47560,1.47360,1.0800,2.7200
22.01.2014 00:00:30.228,1.47558,1.47358,2.9800,1.5000
22.01.2014 00:00:31.599,1.47557,1.47357,1.9300,1.1100
22.01.2014 00:00:33.095,1.47557,1.47357,2.3400,2.1800
22.01.2014 00:00:34.416,1.47557,1.47357,1.1500,1.0400
22.01.2014 00:00:35.650,1.47559,1.47359,2.4600,2.0200
22.01.2014 00:00:37.090,1.47560,1.47360,1.3900,1.9900
22.01.2014 00:00:38.452,1.47561,1.47361,2.5400,1.4500
22.01.2014 00:00:39.722,1.47560,1.47360,1.5400,2.3600
22.01.2014 00:00:41.222,1.47562,1.47362,2.9200,2.2500
22.01.2014 00:00:42.685,1.47564,1.47364,1.8600,2.8700
22.01.2014 00:00:44.073,1.47565,1.47365,2.2700,2.8900
22.01.2014 00:00:45.320,1.47561,1.47361,2.3600,1.2600
22.01.2014 00:00:46.656,1.47561,1.47361,2.8600,1.8700
22.01.2014 00:00:48.091,1.47560,1.47360,2.4400,1.8300
22.01.2014 00:00:49.557,1.47560,1.47360,1.7100,1.8400
22.01.2014 00:00:50.940,1.47556,1.47356,2.7400,1.3600
22.01.2014 00:00:52.299,1.47556,1.47356,1.6100,1.4800
22.01.2014 00:00:53.784,1.47560,1.47360,2.3700,1.7600
22.01.2014 00:00:55.131,1.47557,1.47357,2.1800,1.4400
22.01.2014 00:00:56.704,1.47555,1.47355,1.1700,2.1700
22.01.2014 00:00:58.165,1.47554,1.47354,2.8100,1.5400
22.01.2014 00:00:59.390,1.47553,1.47353,1.5300,2.1700
22.01.2014 00:01:00.747,1.47553,1.47353,1.2600,2.3600
22.01.2014 00:01:02.199,1.47555,1.47355,2.7000,2.3400
22.01.2014 00:01:03.699,1.47554,1.47354,1.8600,2.2000
22.01.2014 00:01:05.084,1.47551,1.47351,2.5400,1.3600
22.01.2014 00:01:06.441,1.47552,1.47352,2.1000,2.8300
22.01.2014 00:01:07.733,1.47551,1.47351,1.8100,1.7400
22.01.2014 00:01:09.051,1.47551,1.47351,1.0900,2.8100
22.01.2014 00:01:10.323,1.47550,1.47350,1.2400,2.1400
22.01.2014 00:01:11.770,1.47550,1.47350,2.7000,2.9100
22.01.2014 00:01:13.230,1.47550,1.47350,2.6800,1.5800
22.01.2014 00:01:14.451,1.47550,1.47350,1.0800,2.3000
22.01.2014 00:01:15.990,1.47549,1.47349,1.7400,1.1600
22.01.2014 00:01:17.441,1.47546,1.47346,1.6500,2.7200
22.01.2014 00:01:18.911,1.47546,1.47346,2.8600,2.4200
22.01.2014 00:01:20.452,1.47546,1.47346,2.7300,2.4900
22.01.2014 00:01:21.764,1.47546,1.47346,2.9900,2.8800
22.01.2014 00:01:23.406,1.47547,1.47347,2.0600,1.1300
22.01.2014 00:01:24.767,1.47548,1.47348,1.8400,2.0400
22.01.2014 00:01:26.175,1.47548,1.47348,1.6100,1.6100
22.01.2014 00:01:27.655,1.47545,1.47345,2.9900,2.1200
22.01.2014 00:01:29.057,1.47544,1.47344,2.3900,2.1700
22.01.2014 00:01:30.465,1.47543,1.47343,1.6000,1.1500
22.01.2014 00:01:31.805,1.47543,1.47343,1.9000,2.4400
22.01.2014 00:01:33.160,1.47543,1.47343,2.0300,1.6500
22.01.2014 00:01:34.515,1.47545,1.47345,1.0800,2.6900
22.01.2014 00:01:35.862,1.47544,1.47344,1.5400,1.6200
22.01.2014 00:01:37.229,1.47544,1.47344,1.6700,1.9200
22.01.2014 00:01:38.703,1.47546,1.47346,2.7200,1.3000
22.01.2014 00:01:40.123,1.47548,1.47348,1.4200,2.9300
22.01.2014 00:01:41.452,1.47547,1.47347,2.5600,1.1600
22.01.2014 00:01:42.925,1.47547,1.47347,2.0200,2.4400
22.01.2014 00:01:44.585,1.47548,1.47348,1.0700,1.2200
22.01.2014 00:01:46.033,1.47549,1.47349,1.8900,2.6900
22.01.2014 00:01:47.330,1.47549,1.47349,2.9100,2.0200
22.01.2014 00:01:48.876,1.47550,1.47350,2.9200,1.8200
22.01.2014 00:01:50.273,1.47550,1.47350,2.3400,1.3100
22.01.2014 00:01:51.682,1.47547,1.47347,1.8800,1.1800
22.01.2014 00:01:52.985,1.47547,1.47347,2.5200,2.9100
22.01.2014 00:01:54.466,1.47547,1.47347,1.1900,1.5200
22.01.2014 00:01:56.072,1.47549,1.47349,2.7700,2.0200
22.01.2014 00:01:57.437,1.47549,1.47349,2.2200,1.7400
22.01.2014 00:01:58.880,1.47544,1.47344,2.2600,2.3500
22.01.2014 00:02:00.333,1.47544,1.47344,1.7400,2.8500
22.01.2014 00:02:01.638,1.47545,1.47345,2.0300,1.7100
22.01.2014 00:02:02.966,1.47543,1.47343,2.4900,2.9300
22.01.2014 00:02:04.275,1.47546,1.47346,1.4500,2.8400
22.01.2014 00:02:05.645,1.47544,1.47344,1.6600,2.6700
22.01.2014 00:02:06.996,1.47541,1.47341,1.4200,1.1500
22.01.2014 00:02:08.411,1.47539,1.47339,2.4800,1.9000
22.01.2014 00:02:09.703,1.47538,1.47338,2.0800,2.4300
22.01.2014 00:02:11.228,1.47537,1.47337,2.2600,2.4400
22.01.2014 00:02:12.561,1.47535,1.47335,2.4400,2.4500
22.01.2014 00:02:14.020,1.47535,1.47335,2.6400,1.8500
22.01.2014 00:02:15.330,1.47536,1.47336,1.1200,2.5700
22.01.2014 00:02:16.823,1.47538,1.47338,1.3700,2.1600
22.01.2014 00:02:18.140,1.47537,1.47337,1.7200,2.4800
22.01.2014 00:02:19.490,1.47538,1.47338,1.4300,1.1400
22.01.2014 00:02:20.909,1.47540,1.47340,2.3000,1.0700
22.01.2014 00:02:22.565,1.47539,1.47339,1.2600,2.3800
22.01.2014 00:02:23.853,1.47535,1.47335,2.8800,2.1200
22.01.2014 00:02:25.277,1.47534,1.47334,2.5500,1.7700
22.01.2014 00:02:26.597,1.47537,1.47337,1.2200,2.8000
22.01.2014 00:02:27.821,1.47535,1.47335,2.6400,1.4000
22.01.2014 00:02:29.352,1.47535,1.47335,1.4700,1.5600
22.01.2014 00:02:30.666,1.47535,1.47335,2.3700,1.0800
22.01.2014 00:02:32.237,1.47535,1.47335,1.9400,1.0500
22.01.2014 00:02:33.582,1.47537,1.47337,2.1700,2.2000
22.01.2014 00:02:34.916,1.47534,1.47334,1.8600,2.0500
22.01.2014 00:02:36.423,1.47533,1.47333,2.9500,2.1300
22.01.2014 00:02:37.842,1.47533,1.47333,1.8700,1.8100
22.01.2014 00:02:39.189,1.47534,1.47334,1.7000,1.9200
22.01.2014 00:02:40.649,1.47532,1.47332,1.8600,2.2900
22.01.2014 00:02:41.952,1.47530,1.47330,1.5000,1.3700
22.01.2014 00:02:43.344,1.47530,1.47330,1.0600,1.7600
22.01.2014 00:02:44.541,1.47531,1.47331,1.5300,2.8100
22.01.2014 00:02:45.861,1.47530,1.47330,2.3400,2.7000
22.01.2014 00:02:47.292,1.47531,1.47331,1.9900,2.5500
22.01.2014 00:02:48.749,1.47532,1.47332,2.7100,1.1000
22.01.2014 00:02:50.114,1.47532,1.47332,1.0700,1.9300
22.01.2014 00:02:51.598,1.47533,1.47333,2.8100,2.1400
22.01.2014 00:02:52.787,1.47532,1.47332,1.3000,2.1500
22.01.2014 00:02:54.181,1.47531,1.47331,1.9500,1.3100
22.01.2014 00:02:55.554,1.47530,1.47330,1.8300,2.7100
22.01.2014 00:02:57.066,1.47528,1.47328,1.9700,2.6000
22.01.2014 00:02:58.697,1.47528,1.47328,2.5600,2.6500
22.01.2014 00:03:00.088,1.47530,1.47330,2.0300,2.2100
22.01.2014 00:03:01.485,1.47529,1.47329,2.1200,2.5600
22.01.2014 00:03:02.748,1.47530,1.47330,1.5000,2.5900
22.01.2014 00:03:04.145,1.47527,1.47327,1.5500,1.3900
22.01.2014 00:03:05.582,1.47527,1.47327,1.6400,2.7100
22.01.2014 00:03:06.879,1.47527,1.47327,2.9500,2.4700
22.01.2014 00:03:08.296,1.47526,1.47326,2.4800,1.3400
22.01.2014 00:03:09.697,1.47522,1.47322,2.4500,2.9200
22.01.2014 00:03:11.106,1.47525,1.47325,2.3400,1.8000
22.01.2014 00:03:12.337,1.47525,1.47325,2.0200,2.8400
22.01.2014 00:03:13.649,1.47524,1.47324,2.3500,1.4200
22.01.2014 00:03:15.131,1.47526,1.47326,2.7900,2.5200
22.01.2014 00:03:16.514,1.47523,1.47323,2.9700,1.3000
22.01.2014 00:03:17.884,1.47523,1.47323,1.8200,2.1100
22.01.2014 00:03:19.454,1.47525,1.47325,1.0600,1.3600
22.01.2014 00:03:21.020,1.47526,1.47326,1.7900,2.5500
22.01.2014 00:03:22.317,1.47526,1.47326,2.2000,1.6300
22.01.2014 00:03:23.741,1.47525,1.47325,1.9800,2.0900
22.01.2014 00:03:25.018,1.47523,1.47323,2.8400,1.8800
22.01.2014 00:03:26.679,1.47522,1.47322,2.4400,2.3200
22.01.2014 00:03:28.105,1.47525,1.47325,1.3700,2.5400
22.01.2014 00:03:29.484,1.47523,1.47323,2.9200,2.4700
22.01.2014 00:03:30.762,1.47527,1.47327,2.7700,1.7900
22.01.2014 00:03:32.372,1.47526,1.47326,2.9000,2.8100
22.01.2014 00:03:33.702,1.47527,1.47327,2.1100,1.4600
22.01.2014 00:03:35.057,1.47525,1.47325,2.3600,1.9400
22.01.2014 00:03:36.570,1.47524,1.47324,1.0300,2.4300
22.01.2014 00:03:37.732,1.47523,1.47323,2.9500,1.8400
22.01.2014 00:03:39.273,1.47523,1.47323,1.0800,1.4000
22.01.2014 00:03:40.611,1.47521,1.47321,2.3700,2.5700
22.01.2014 00:03:42.041,1.47523,1.47323,2.5600,1.7300
22.01.2014 00:03:43.435,1.47524,1.47324,1.7800,1.9500
22.01.2014 00:03:44.908,1.47523,1.47323,2.3700,1.0000
22.01.2014 00:03:46.359,1.47520,1.47320,1.9500,1.5700
22.01.2014 00:03:47.769,1.47522,1.47322,2.2400,1.4300
22.01.2014 00:03:49.353,1.47522,1.47322,1.5300,2.3100
22.01.2014 00:03:50.790,1.47519,1.47319,1.3400,1.4500
22.01.2014 00:03:52.165,1.47519,1.47319,2.4800,1.5800
22.01.2014 00:03:53.458,1.47517,1.47317,1.6600,2.9300
22.01.2014 00:03:54.935,1.47514,1.47314,1.2900,2.7300
22.01.2014 00:03:56.229,1.47512,1.47312,1.3000,1.8200
22.01.2014 00:03:57.617,1.47511,1.47311,2.8100,2.0700
22.01.2014 00:03:59.023,1.47509,1.47309,1.9000,2.7400
22.01.2014 00:04:00.302,1.47509,1.47309,2.8500,2.1200
22.01.2014 00:04:01.767,1.47512,1.47312,2.8700,1.4200
22.01.2014 00:04:03.189,1.47513,1.47313,2.5600,2.5500
22.01.2014 00:04:04.594,1.47510,1.47310,1.3000,1.8500
22.01.2014 00:04:05.953,1.47510,1.47310,1.2400,2.4900
22.01.2014 00:04:07.215,1.47511,1.47311,2.0000,2.8400
22.01.2014 00:04:08.700,1.47515,1.47315,1.6200,2.9500
22.01.2014 00:04:10.216,1.47515,1.47315,2.8900,2.3300
22.01.2014 00:04:11.451,1.47516,1.47316,2.3200,1.5000
22.01.2014 00:04:12.665,1.47516,1.47316,2.1500,1.8500
22.01.2014 00:04:13.861,1.47515,1.47315,2.9100,1.7900
22.01.2014 00:04:15.366,1.47513,1.47313,1.0600,2.1500
22.01.2014 00:04:16.859,1.47514,1.47314,1.0000,1.1800
22.01.2014 00:04:18.322,1.47515,1.47315,2.0900,1.3400
22.01.2014 00:04:19.705,1.47518,1.47318,2.6900,1.8800
22.01.2014 00:04:21.206,1.47519,1.47319,1.2200,1.2400
22.01.2014 00:04:22.400,1.47517,1.47317,2.8500,2.0600
22.01.2014 00:04:23.744,1.47515,1.47315,1.0500,1.4300
22.01.2014 00:04:24.885,1.47516,1.47316,1.4600,2.6600
22.01.2014 00:04:26.272,1.47519,1.47319,2.9400,2.6900
22.01.2014 00:04:27.660,1.47519,1.47319,1.5300,2.7700
22.01.2014 00:04:29.072,1.47519,1.47319,2.6500,1.3800
22.01.2014 00:04:30.380,1.47520,1.47320,2.0200,2.2300
22.01.2014 00:04:31.744,1.47518,1.47318,2.2200,1.7200
22.01.2014 00:04:33.312,1.47517,1.47317,2.5400,1.9500
22.01.2014 00:04:34.783,1.47521,1.47321,1.5400,2.5900
22.01.2014 00:04:36.185,1.47523,1.47323,2.1900,1.7300
22.01.2014 00:04:37.659,1.47521,1.47321,2.5900,1.6700
22.01.2014 00:04:39.138,1.47524,1.47324,1.1000,2.4100
22.01.2014 00:04:40.500,1.47523,1.47323,2.3500,1.1300
22.01.2014 00:04:41.823,1.47522,1.47322,2.9000,1.2300
22.01.2014 00:04:43.398,1.47521,1.47321,2.1200,1.4800
22.01.2014 00:04:44.906,1.47521,1.47321,2.3400,1.4700
22.01.2014 00:04:46.340,1.47520,1.47320,1.6500,2.0300
22.01.2014 00:04:47.645,1.47520,1.47320,2.3900,1.4800
