Time,Ask,Bid,AskVolume,BidVolume
10.01.2014 00:00:02.583,1.47849,1.47649,1.1600,2.5000
10.01.2014 00:00:03.813,1.47849,1.47649,2.0400,1.9700
10.01.2014 00:00:05.405,1.47848,1.47648,2.9500,2.2300
10.01.2014 00:00:06.797,1.47850,1.47650,2.3700,1.3600
10.01.2014 00:00:08.097,1.47850,1.47650,2.6900,2.0300
10.01.2014 00:00:09.458,1.47851,1.47651,2.9800,2.9100
10.01.2014 00:00:10.769,1.47849,1.47649,1.1800,2.3300
10.01.2014 00:00:12.126,1.47849,1.47649,1.3100,2.2300
10.01.2014 00:00:13.560,1.47848,1.47648,1.7600,2.5700
10.01.2014 00:00:14.854,1.47849,1.47649,2.0900,2.1500
10.01.2014 00:00:16.170,1.47847,1.47647,2.9500,1.1800
10.01.2014 00:00:17.617,1.47849,1.47649,1.0400,1.3800
10.01.2014 00:00:18.967,1.47849,1.47649,1.3400,1.2700
10.01.2014 00:00:20.295,1.47851,1.47651,1.5700,2.8700
10.01.2014 00:00:21.721,1.47849,1.47649,1.7500,1.6500
10.01.2014 00:00:23.056,1.47849,1.47649,1.6400,1.8500
10.01.2014 00:00:24.407,1.47847,1.47647,2.2100,2.8000
10.01.2014 00:00:25.904,1.47848,1.47648,1.9100,2.6000
10.01.2014 00:00:27.333,1.47849,1.47649,1.9100,1.5600
10.01.2014 00:00:28.785,1.47849,1.47649,2.3100,2.1700
10.01.2014 00:00:30.354,1.47848,1.47648,1.1500,2.3000
10.01.2014 00:00:31.761,1.47849,1.47649,1.0600,1.6400
10.01.2014 00:00:33.204,1.47849,1.47649,1.7700,1.8100
10.01.2014 00:00:34.577,1.47851,1.47651,1.8900,2.3100
10.01.2014 00:00:36.056,1.47850,1.47650,1.8000,2.0200
10.01.2014 00:00:37.427,1.47851,1.47651,2.1600,1.7300
10.01.2014 00:00:38.826,1.47851,1.47651,2.5700,2.2900
10.01.2014 00:00:40.393,1.47850,1.47650,2.6100,1.4200
10.01.2014 00:00:41.672,1.47848,1.47648,2.2000,1.5200
10.01.2014 00:00:43.213,1.47847,1.47647,1.3600,2.6800
10.01.2014 00:00:44.640,1.47844,1.47644,1.9700,2.1800
10.01.2014 00:00:46.236,1.47848,1.47648,1.5800,2.1500
10.01.2014 00:00:47.399,1.47847,1.47647,2.1300,2.0900
10.01.2014 00:00:48.775,1.47848,1.47648,1.9500,1.8400
10.01.2014 00:00:50.274,1.47850,1.47650,2.1800,1.6900
10.01.2014 00:00:51.687,1.47851,1.47651,2.1900,2.2900
10.01.2014 00:00:53.122,1.47849,1.47649,2.2400,2.7300
10.01.2014 00:00:54.616,1.47848,1.47648,1.3400,2.8100
10.01.2014 00:00:55.915,1.47850,1.47650,2.7200,1.5000
10.01.2014 00:00:57.286,1.47849,1.47649,2.6700,1.5600
10.01.2014 00:00:58.673,1.47849,1.47649,2.7200,1.2100
10.01.2014 00:01:00.141,1.47849,1.47649,1.1400,2.9700
