Time,Ask,Bid,AskVolume,BidVolume
30.01.2014 00:00:02.801,1.47456,1.47256,2.0200,2.7200
30.01.2014 00:00:04.315,1.47453,1.47253,1.7000,1.8100
30.01.2014 00:00:05.654,1.47453,1.47253,1.1400,1.7000
30.01.2014 00:00:06.853,1.47453,1.47253,2.0600,1.8000
30.01.2014 00:00:08.282,1.47455,1.47255,2.3000,1.7600
30.01.2014 00:00:09.844,1.47456,1.47256,1.2800,1.0100
30.01.2014 00:00:11.429,1.47455,1.47255,2.0700,2.1000
30.01.2014 00:00:12.908,1.47455,1.47255,2.6300,2.5900
30.01.2014 00:00:14.285,1.47455,1.47255,1.9400,1.9200
30.01.2014 00:00:15.588,1.47454,1.47254,2.6800,1.1400
30.01.2014 00:00:16.882,1.47454,1.47254,2.9100,2.2400
30.01.2014 00:00:18.244,1.47454,1.47254,2.6700,1.5300
30.01.2014 00:00:19.455,1.47455,1.47255,1.4200,2.7100
30.01.2014 00:00:20.729,1.47456,1.47256,1.4200,1.4800
30.01.2014 00:00:22.029,1.47456,1.47256,2.2500,2.9800
30.01.2014 00:00:23.562,1.47456,1.47256,2.6000,1.6000
30.01.2014 00:00:25.051,1.47453,1.47253,1.7700,2.4700
30.01.2014 00:00:26.586,1.47453,1.47253,2.8000,1.0500
30.01.2014 00:00:28.050,1.47453,1.47253,2.0700,2.3800
30.01.2014 00:00:29.463,1.47451,1.47251,2.0300,1.8900
30.01.2014 00:00:30.979,1.47451,1.47251,1.8600,2.2300
30.01.2014 00:00:32.606,1.47453,1.47253,2.5600,2.8700
30.01.2014 00:00:34.029,1.47453,1.47253,2.0900,1.3600
30.01.2014 00:00:35.217,1.47451,1.47251,2.6000,2.2400
30.01.2014 00:00:36.586,1.47450,1.47250,2.0500,2.3500
30.01.2014 00:00:37.902,1.47449,1.47249,2.4300,2.7300
30.01.2014 00:00:39.218,1.47447,1.47247,1.4700,1.3600
30.01.2014 00:00:40.648,1.47445,1.47245,1.8900,2.7700
30.01.2014 00:00:41.933,1.47444,1.47244,1.5100,2.8300
30.01.2014 00:00:43.326,1.47447,1.47247,2.9500,1.2400
30.01.2014 00:00:44.709,1.47448,1.47248,2.2100,2.3400
30.01.2014 00:00:45.997,1.47447,1.47247,2.6700,2.5500
30.01.2014 00:00:47.251,1.47446,1.47246,2.3700,1.6700
30.01.2014 00:00:48.681,1.47446,1.47246,1.7100,1.5200
30.01.2014 00:00:50.027,1.47446,1.47246,2.6600,1.9000
30.01.2014 00:00:51.434,1.47444,1.47244,1.7100,1.1600
30.01.2014 00:00:52.692,1.47446,1.47246,1.1000,1.9600
30.01.2014 00:00:54.117,1.47446,1.47246,2.9500,2.3300
30.01.2014 00:00:55.496,1.47449,1.47249,1.9800,1.9000
30.01.2014 00:00:56.780,1.47447,1.47247,2.6200,1.1900
30.01.2014 00:00:58.154,1.47448,1.47248,2.6800,2.7300
30.01.2014 00:00:59.447,1.47449,1.47249,2.5600,2.8200
30.01.2014 00:01:00.799,1.47449,1.47249,1.1700,1.3000
30.01.2014 00:01:02.133,1.47448,1.47248,2.6100,2.2700
30.01.2014 00:01:03.867,1.47449,1.47249,2.6300,1.8000
30.01.2014 00:01:05.274,1.47449,1.47249,2.5300,3.0000
30.01.2014 00:01:06.658,1.47448,1.47248,2.9000,1.5300
30.01.2014 00:01:08.087,1.47447,1.47247,2.4200,1.2400
30.01.2014 00:01:09.423,1.47447,1.47247,1.7600,2.9900
30.01.2014 00:01:10.745,1.47446,1.47246,1.5700,1.7800
30.01.2014 00:01:12.126,1.47444,1.47244,2.9700,2.5300
30.01.2014 00:01:13.519,1.47443,1.47243,2.4000,2.6700
30.01.2014 00:01:15.018,1.47442,1.47242,1.4600,1.3500
30.01.2014 00:01:16.339,1.47440,1.47240,2.8600,2.5700
30.01.2014 00:01:17.839,1.47439,1.47239,1.9600,1.4700
