Time,Ask,Bid,AskVolume,BidVolume
07.01.2014 00:00:01.534,1.48857,1.48657,2.8700,1.8200
07.01.2014 00:00:02.968,1.48858,1.48658,2.8900,1.2900
07.01.2014 00:00:04.430,1.48856,1.48656,1.5000,1.9200
07.01.2014 00:00:05.905,1.48856,1.48656,1.4300,1.0100
07.01.2014 00:00:07.248,1.48858,1.48658,1.7900,2.2600
07.01.2014 00:00:08.744,1.48859,1.48659,2.2800,1.7600
07.01.2014 00:00:10.082,1.48858,1.48658,1.2200,1.6800
07.01.2014 00:00:11.649,1.48855,1.48655,2.3800,2.9100
07.01.2014 00:00:12.987,1.48855,1.48655,2.5600,2.2200
07.01.2014 00:00:14.411,1.48856,1.48656,2.5500,2.0100
07.01.2014 00:00:15.847,1.48855,1.48655,1.1100,1.5200
07.01.2014 00:00:17.381,1.48858,1.48658,1.1100,1.9500
07.01.2014 00:00:18.759,1.48860,1.48660,1.1000,2.6100
07.01.2014 00:00:20.159,1.48861,1.48661,1.8800,2.7900
07.01.2014 00:00:21.439,1.48860,1.48660,1.5900,1.0300
07.01.2014 00:00:22.847,1.48858,1.48658,2.8700,2.4400
07.01.2014 00:00:24.149,1.48855,1.48655,2.1000,1.6300
07.01.2014 00:00:25.642,1.48854,1.48654,2.9400,1.1300
07.01.2014 00:00:27.132,1.48853,1.48653,1.2200,2.1500
07.01.2014 00:00:28.660,1.48849,1.48649,2.8100,2.6800
07.01.2014 00:00:30.266,1.48850,1.48650,2.0400,2.5300
07.01.2014 00:00:31.862,1.48849,1.48649,1.7200,1.3500
07.01.2014 00:00:33.104,1.48848,1.48648,2.8500,1.7500
07.01.2014 00:00:34.571,1.48845,1.48645,2.0200,2.7700
07.01.2014 00:00:35.883,1.48845,1.48645,1.3800,1.1000
07.01.2014 00:00:37.440,1.48845,1.48645,1.1700,1.4900
07.01.2014 00:00:38.659,1.48845,1.48645,2.1200,2.0100
07.01.2014 00:00:40.100,1.48847,1.48647,1.0200,2.3400
07.01.2014 00:00:41.371,1.48846,1.48646,1.9000,2.1600
07.01.2014 00:00:42.658,1.48846,1.48646,2.1800,2.2600
07.01.2014 00:00:43.999,1.48844,1.48644,2.6000,2.3900
07.01.2014 00:00:45.292,1.48846,1.48646,1.1100,2.1900
07.01.2014 00:00:46.637,1.48847,1.48647,1.1500,2.7900
07.01.2014 00:00:47.915,1.48848,1.48648,2.2400,1.2300
07.01.2014 00:00:49.353,1.48848,1.48648,1.6400,2.8800
07.01.2014 00:00:50.802,1.48849,1.48649,2.1700,2.1300
07.01.2014 00:00:52.248,1.48845,1.48645,1.0200,2.7900
07.01.2014 00:00:53.561,1.48849,1.48649,1.9700,2.6400
07.01.2014 00:00:54.863,1.48849,1.48649,1.0600,2.0800
07.01.2014 00:00:56.428,1.48847,1.48647,1.9400,2.1900
07.01.2014 00:00:57.826,1.48850,1.48650,2.8200,2.7000
07.01.2014 00:00:59.211,1.48850,1.48650,1.0800,2.3200
07.01.2014 00:01:00.816,1.48851,1.48651,2.2700,2.0200
07.01.2014 00:01:02.395,1.48852,1.48652,1.8500,1.0300
07.01.2014 00:01:03.687,1.48853,1.48653,1.7300,2.8500
07.01.2014 00:01:05.062,1.48854,1.48654,1.5500,2.3000
07.01.2014 00:01:06.321,1.48854,1.48654,2.2500,2.4000
07.01.2014 00:01:07.838,1.48853,1.48653,2.4700,1.1100
07.01.2014 00:01:09.464,1.48853,1.48653,1.6600,2.9400
07.01.2014 00:01:10.863,1.48855,1.48655,2.5300,1.8900
07.01.2014 00:01:12.206,1.48854,1.48654,2.6700,2.0200
07.01.2014 00:01:13.666,1.48853,1.48653,2.4600,1.9500
07.01.2014 00:01:15.226,1.48853,1.48653,2.9000,2.5200
07.01.2014 00:01:16.740,1.48854,1.48654,1.9700,2.7200
07.01.2014 00:01:18.210,1.48853,1.48653,1.0000,1.7400
07.01.2014 00:01:19.656,1.48853,1.48653,2.3500,1.2100
07.01.2014 00:01:21.110,1.48851,1.48651,1.0700,1.8100
07.01.2014 00:01:22.440,1.48849,1.48649,1.0400,2.0500
07.01.2014 00:01:23.827,1.48848,1.48648,2.6200,1.4000
07.01.2014 00:01:25.275,1.48846,1.48646,1.2500,1.0400
07.01.2014 00:01:26.675,1.48846,1.48646,2.3700,2.0400
07.01.2014 00:01:27.901,1.48845,1.48645,2.0600,2.3000
07.01.2014 00:01:29.281,1.48844,1.48644,2.7400,1.0700
07.01.2014 00:01:30.751,1.48849,1.48649,1.1200,1.3700
07.01.2014 00:01:32.183,1.48853,1.48653,1.2500,2.7700
07.01.2014 00:01:33.623,1.48853,1.48653,1.9100,2.6500
07.01.2014 00:01:35.039,1.48850,1.48650,1.6200,2.8600
07.01.2014 00:01:36.318,1.48852,1.48652,2.9700,1.5700
07.01.2014 00:01:37.638,1.48852,1.48652,2.7900,2.8800
07.01.2014 00:01:39.143,1.48849,1.48649,1.5300,2.4600
07.01.2014 00:01:40.385,1.48848,1.48648,1.8300,2.4300
07.01.2014 00:01:41.581,1.48849,1.48649,1.2700,2.3600
07.01.2014 00:01:43.067,1.48853,1.48653,1.1300,1.2400
07.01.2014 00:01:44.440,1.48852,1.48652,2.6800,2.7500
07.01.2014 00:01:45.858,1.48850,1.48650,2.6000,1.3500
07.01.2014 00:01:47.196,1.48848,1.48648,2.2400,1.0400
07.01.2014 00:01:48.445,1.48847,1.48647,1.8400,2.8900
07.01.2014 00:01:49.739,1.48848,1.48648,1.8200,1.1200
07.01.2014 00:01:51.117,1.48847,1.48647,1.8900,1.8100
07.01.2014 00:01:52.545,1.48844,1.48644,2.6300,2.1600
07.01.2014 00:01:53.937,1.48846,1.48646,2.6600,2.8600
07.01.2014 00:01:55.109,1.48845,1.48645,1.3900,2.8800
07.01.2014 00:01:56.449,1.48846,1.48646,2.0500,2.4600
07.01.2014 00:01:57.762,1.48846,1.48646,1.3900,2.7100
