Time,Ask,Bid,AskVolume,BidVolume
06.01.2014 00:00:02.498,1.49728,1.49528,1.5900,2.6600
06.01.2014 00:00:04.067,1.49728,1.49528,1.7100,2.4200
06.01.2014 00:00:05.466,1.49731,1.49531,1.3300,1.2000
06.01.2014 00:00:06.976,1.49730,1.49530,1.5500,2.6500
06.01.2014 00:00:08.349,1.49729,1.49529,2.7300,1.5600
06.01.2014 00:00:09.733,1.49728,1.49528,1.9500,2.2600
06.01.2014 00:00:11.108,1.49726,1.49526,2.9400,1.8300
06.01.2014 00:00:12.588,1.49723,1.49523,1.8000,1.2800
06.01.2014 00:00:14.047,1.49723,1.49523,2.9200,1.4700
06.01.2014 00:00:15.392,1.49724,1.49524,2.9700,2.9500
06.01.2014 00:00:16.826,1.49723,1.49523,1.9700,1.0500
06.01.2014 00:00:18.305,1.49722,1.49522,1.5000,1.9000
06.01.2014 00:00:19.651,1.49721,1.49521,1.1700,1.4300
06.01.2014 00:00:21.083,1.49721,1.49521,2.7300,2.3400
06.01.2014 00:00:22.393,1.49724,1.49524,2.9700,1.5500
06.01.2014 00:00:23.888,1.49722,1.49522,2.0800,1.9700
06.01.2014 00:00:25.169,1.49724,1.49524,1.7400,1.1500
06.01.2014 00:00:26.608,1.49726,1.49526,2.2800,1.7300
06.01.2014 00:00:27.935,1.49727,1.49527,1.6400,1.6000
06.01.2014 00:00:29.251,1.49729,1.49529,1.7200,2.9000
06.01.2014 00:00:30.665,1.49733,1.49533,2.9000,2.7500
06.01.2014 00:00:32.023,1.49734,1.49534,2.1500,1.3100
06.01.2014 00:00:33.583,1.49737,1.49537,1.0100,1.9100
06.01.2014 00:00:34.836,1.49737,1.49537,1.4200,1.8300
06.01.2014 00:00:36.406,1.49737,1.49537,2.1100,2.6800
06.01.2014 00:00:37.767,1.49738,1.49538,2.9600,2.3800
06.01.2014 00:00:39.272,1.49737,1.49537,2.1300,2.0600
06.01.2014 00:00:40.862,1.49737,1.49537,2.3600,2.8000
06.01.2014 00:00:42.361,1.49739,1.49539,1.5900,2.4400
06.01.2014 00:00:43.699,1.49739,1.49539,2.1900,1.6200
06.01.2014 00:00:45.276,1.49739,1.49539,1.4200,2.2300
06.01.2014 00:00:46.658,1.49739,1.49539,1.4200,1.8300
06.01.2014 00:00:48.128,1.49737,1.49537,1.5600,2.1800
06.01.2014 00:00:49.512,1.49736,1.49536,1.1100,1.7900
06.01.2014 00:00:50.950,1.49738,1.49538,1.6000,2.2800
06.01.2014 00:00:52.322,1.49739,1.49539,2.6800,2.7700
06.01.2014 00:00:53.824,1.49740,1.49540,1.9900,1.1700
06.01.2014 00:00:55.278,1.49741,1.49541,2.0800,1.8800
06.01.2014 00:00:56.648,1.49740,1.49540,1.8600,1.4000
06.01.2014 00:00:57.933,1.49739,1.49539,2.1500,2.2600
06.01.2014 00:00:59.465,1.49737,1.49537,2.6400,1.9900
06.01.2014 00:01:00.785,1.49737,1.49537,2.6400,1.5200
