Time,Ask,Bid,AskVolume,BidVolume
29.01.2014 00:00:01.885,1.47433,1.47233,1.2100,1.2100
29.01.2014 00:00:03.267,1.47434,1.47234,1.6700,2.5500
29.01.2014 00:00:04.522,1.47434,1.47234,1.7500,1.5000
29.01.2014 00:00:05.697,1.47433,1.47233,2.6300,1.4600
29.01.2014 00:00:07.185,1.47433,1.47233,1.3800,1.4900
29.01.2014 00:00:08.571,1.47434,1.47234,1.8500,2.5100
29.01.2014 00:00:10.009,1.47432,1.47232,1.0100,1.5500
29.01.2014 00:00:11.388,1.47435,1.47235,2.3800,1.9100
29.01.2014 00:00:12.794,1.47436,1.47236,1.0500,2.5700
29.01.2014 00:00:14.292,1.47439,1.47239,1.5600,2.5400
29.01.2014 00:00:15.630,1.47440,1.47240,1.9500,1.4600
29.01.2014 00:00:17.022,1.47441,1.47241,1.8800,1.8500
29.01.2014 00:00:18.310,1.47441,1.47241,1.2600,2.2000
29.01.2014 00:00:19.705,1.47439,1.47239,1.8600,1.4600
29.01.2014 00:00:21.093,1.47440,1.47240,1.3000,2.2400
29.01.2014 00:00:22.606,1.47439,1.47239,2.0800,1.2000
29.01.2014 00:00:24.035,1.47437,1.47237,2.7500,2.0400
29.01.2014 00:00:25.424,1.47438,1.47238,1.5000,2.7600
29.01.2014 00:00:26.921,1.47438,1.47238,1.6100,1.9800
29.01.2014 00:00:28.420,1.47436,1.47236,2.5000,1.3400
29.01.2014 00:00:29.844,1.47436,1.47236,2.1900,1.9300
29.01.2014 00:00:31.302,1.47436,1.47236,1.1500,2.9700
29.01.2014 00:00:32.747,1.47435,1.47235,1.5300,2.4500
29.01.2014 00:00:34.140,1.47433,1.47233,1.8500,2.1400
29.01.2014 00:00:35.563,1.47431,1.47231,2.7400,1.0800
29.01.2014 00:00:36.859,1.47432,1.47232,2.0200,1.0500
29.01.2014 00:00:38.337,1.47432,1.47232,2.7100,1.2900
29.01.2014 00:00:39.706,1.47431,1.47231,2.9300,2.6600
29.01.2014 00:00:41.140,1.47431,1.47231,2.8400,1.0500
29.01.2014 00:00:42.418,1.47429,1.47229,2.8400,1.3000
29.01.2014 00:00:43.771,1.47428,1.47228,1.9300,2.5600
29.01.2014 00:00:45.338,1.47423,1.47223,2.0100,1.5900
29.01.2014 00:00:46.733,1.47424,1.47224,1.9100,2.0200
29.01.2014 00:00:48.097,1.47424,1.47224,1.1700,2.9500
29.01.2014 00:00:49.294,1.47422,1.47222,1.5500,2.8500
29.01.2014 00:00:50.693,1.47422,1.47222,2.1000,1.8400
29.01.2014 00:00:52.026,1.47421,1.47221,1.5800,1.4900
29.01.2014 00:00:53.393,1.47423,1.47223,2.7600,1.4900
29.01.2014 00:00:54.846,1.47421,1.47221,1.1900,1.6100
29.01.2014 00:00:56.277,1.47419,1.47219,2.2300,1.6300
29.01.2014 00:00:57.753,1.47419,1.47219,1.1500,2.7600
29.01.2014 00:00:59.014,1.47418,1.47218,1.9400,1.0600
29.01.2014 00:01:00.395,1.47418,1.47218,1.3000,2.7900
29.01.2014 00:01:01.703,1.47417,1.47217,2.0300,2.9900
29.01.2014 00:01:03.078,1.47414,1.47214,2.3400,1.1100
29.01.2014 00:01:04.458,1.47413,1.47213,1.3000,2.5100
29.01.2014 00:01:05.716,1.47413,1.47213,1.3700,1.7100
29.01.2014 00:01:07.064,1.47412,1.47212,1.9000,2.3200
29.01.2014 00:01:08.622,1.47413,1.47213,2.7400,1.0800
29.01.2014 00:01:10.039,1.47412,1.47212,1.4700,2.3500
29.01.2014 00:01:11.414,1.47411,1.47211,2.5200,1.1800
29.01.2014 00:01:12.893,1.47412,1.47212,2.3800,1.0400
29.01.2014 00:01:14.315,1.47412,1.47212,2.7400,2.3700
29.01.2014 00:01:15.657,1.47410,1.47210,1.2200,2.5400
29.01.2014 00:01:17.007,1.47411,1.47211,2.8400,1.9300
29.01.2014 00:01:18.433,1.47411,1.47211,1.1300,2.1300
29.01.2014 00:01:19.821,1.47412,1.47212,1.6900,1.6100
29.01.2014 00:01:21.269,1.47413,1.47213,1.7800,2.0700
29.01.2014 00:01:22.617,1.47411,1.47211,1.2300,1.4800
29.01.2014 00:01:24.131,1.47413,1.47213,1.9200,1.3700
29.01.2014 00:01:25.584,1.47413,1.47213,1.3300,1.2900
29.01.2014 00:01:26.855,1.47413,1.47213,2.9600,2.5900
29.01.2014 00:01:28.327,1.47410,1.47210,1.8700,1.9400
29.01.2014 00:01:29.701,1.47408,1.47208,2.7400,1.8300
29.01.2014 00:01:31.169,1.47409,1.47209,1.3400,2.2700
29.01.2014 00:01:32.572,1.47409,1.47209,1.1700,2.4100
29.01.2014 00:01:34.053,1.47408,1.47208,1.1200,2.0600
29.01.2014 00:01:35.517,1.47408,1.47208,2.0600,1.7700
29.01.2014 00:01:36.849,1.47409,1.47209,2.2600,2.9900
29.01.2014 00:01:38.272,1.47412,1.47212,2.8500,2.9300
